age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;salary-class
[21, 40];Non-Government;361888;*;12;Spouse present;Technical;Husband;White;Male;0;0;40;North America;>50K
[41, 60];Non-Government;32825;*;9;Spouse not present;Technical;Unmarried;White;Male;0;0;40;North America;<=50K
[41, 60];Non-Government;225768;*;11;Spouse present;Technical;Husband;Black;Male;0;0;40;North America;>50K
[21, 40];Government;393728;*;10;Spouse not present;Other;Own-child;White;Male;0;0;24;North America;<=50K
[41, 60];Non-Government;160369;*;9;Spouse not present;Technical;Own-child;White;Male;0;0;40;North America;<=50K
[41, 60];Government;33863;*;9;Spouse present;Other;Husband;White;Male;0;0;40;North America;>50K
[41, 60];Government;141459;*;10;Spouse not present;Technical;Unmarried;White;Female;0;0;40;North America;<=50K
[21, 40];Government;95393;*;9;Spouse not present;Other;Own-child;White;Male;0;0;20;North America;<=50K
*;*;221095;*;9;*;*;Other-relative;*;*;0;0;40;*;*
[21, 40];Non-Government;495888;*;9;Spouse not present;Other;Not-in-family;White;Male;0;0;40;North America;<=50K
[61, 80];Non-Government;185691;*;7;Spouse present;Other;Husband;White;Male;0;0;20;North America;<=50K
[41, 60];Government;549341;*;13;Spouse present;Technical;Husband;Black;Male;0;0;35;North America;<=50K
[21, 40];Non-Government;247445;*;9;Spouse not present;Other;Not-in-family;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;199566;*;13;Spouse present;Other;Husband;Black;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;139057;*;9;Spouse present;Nontechnical;Husband;Asian-Pac-Islander;Male;0;0;84;Asia;>50K
[41, 60];Non-Government;185039;*;9;Spouse not present;Nontechnical;Unmarried;White;Female;0;0;30;North America;<=50K
[61, 80];Non-Government;166124;*;9;Spouse present;Technical;Husband;White;Male;0;0;40;North America;>50K
[41, 60];Non-Government;109275;*;10;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;408328;*;4;Spouse present;Technical;Husband;White;Male;0;0;40;North America;<=50K
[41, 60];Non-Government;186338;*;9;Spouse present;Technical;Husband;White;Male;0;0;40;North America;>50K
[1, 20];Non-Government;251579;*;10;Spouse not present;Other;Own-child;White;Male;0;0;14;North America;<=50K
[41, 60];Non-Government;76612;*;9;Spouse present;Technical;Husband;White;Male;0;0;50;North America;<=50K
[21, 40];Non-Government;22546;*;13;Spouse not present;Other;Own-child;White;Male;0;0;60;North America;<=50K
[61, 80];Non-Government;53684;*;10;Spouse present;Other;Husband;Black;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;183627;*;7;Spouse not present;Technical;Not-in-family;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;73203;*;9;Spouse not present;Other;Own-child;White;Female;0;0;40;North America;<=50K
*;*;108426;*;9;*;*;Husband;*;*;0;0;48;*;*
*;*;116287;*;12;*;*;Husband;*;*;0;0;60;*;*
[41, 60];Non-Government;145697;*;10;Spouse present;Nontechnical;Husband;White;Male;0;0;30;North America;<=50K
[41, 60];Non-Government;326156;*;10;Spouse not present;Technical;Not-in-family;White;Male;0;0;40;North America;>50K
[41, 60];Non-Government;201127;*;14;Spouse present;Nontechnical;Husband;White;Male;0;0;48;North America;>50K
[21, 40];Non-Government;250791;*;9;Spouse present;Nontechnical;Husband;White;Male;0;0;48;North America;<=50K
[41, 60];Non-Government;328216;*;9;Spouse present;Technical;Husband;White;Male;0;0;40;North America;>50K
[1, 20];Non-Government;400443;*;9;Spouse not present;Nontechnical;Own-child;White;Female;0;0;20;North America;<=50K
[61, 80];Non-Government;95985;*;3;Spouse not present;Other;Unmarried;Black;Male;0;0;10;North America;<=50K
[21, 40];Government;127651;*;9;Spouse present;Technical;Husband;White;Male;0;0;40;North America;>50K
[21, 40];Non-Government;250679;*;9;Spouse present;Technical;Husband;White;Male;0;0;40;North America;<=50K
[41, 60];Non-Government;103950;*;14;Spouse not present;Technical;Not-in-family;White;Female;0;0;40;North America;<=50K
[1, 20];Non-Government;200199;*;7;Spouse not present;Nontechnical;Own-child;White;Female;0;0;35;North America;<=50K
[41, 60];Government;295791;*;11;Spouse not present;Other;Unmarried;White;Female;0;0;38;North America;<=50K
[21, 40];Non-Government;191841;*;12;Spouse not present;Technical;Not-in-family;White;Female;0;0;30;North America;<=50K
[21, 40];Non-Government;82622;*;10;Spouse not present;Technical;Unmarried;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;160728;*;9;Spouse present;Technical;Husband;White;Male;0;0;60;North America;<=50K
[61, 80];Government;109849;*;13;Spouse not present;Technical;Not-in-family;Black;Female;0;0;21;North America;<=50K
[21, 40];Non-Government;339897;*;2;Spouse present;Technical;Husband;White;Male;0;0;43;North America;<=50K
[41, 60];Non-Government;371299;*;9;Spouse not present;Other;Unmarried;White;Female;0;0;35;North America;<=50K
[41, 60];Non-Government;421837;*;10;Spouse present;Technical;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;29702;*;13;Spouse present;Nontechnical;Husband;White;Male;0;0;45;North America;>50K
[21, 40];Non-Government;117381;*;9;Spouse not present;Technical;Not-in-family;White;Male;0;0;62;Europa;<=50K
[21, 40];Non-Government;338740;*;9;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;173005;*;10;Spouse present;Technical;Husband;White;Male;0;0;50;North America;>50K
[41, 60];Non-Government;286750;*;10;Spouse present;Other;Husband;Black;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;163985;*;9;Spouse present;Nontechnical;Husband;White;Male;0;0;24;North America;<=50K
[21, 40];Non-Government;219318;*;9;Spouse not present;Technical;Other-relative;White;Female;0;0;35;North America;<=50K
[41, 60];Non-Government;103794;*;11;Spouse not present;Technical;Not-in-family;White;Female;0;0;35;North America;<=50K
[41, 60];Non-Government;310632;*;10;Spouse present;Technical;Husband;Black;Male;0;0;40;North America;>50K
[21, 40];Non-Government;153976;*;10;Spouse present;Technical;Husband;White;Male;0;0;52;North America;>50K
[41, 60];Non-Government;174575;*;10;Spouse not present;Technical;Unmarried;White;Male;0;0;45;North America;<=50K
*;*;207253;*;11;*;*;Husband;*;*;0;0;40;*;*
[21, 40];Non-Government;746786;*;13;Spouse present;Technical;Husband;White;Male;0;0;55;North America;>50K
[41, 60];Non-Government;308296;*;9;Spouse present;Other;Wife;White;Female;0;0;20;North America;<=50K
[21, 40];Non-Government;109009;*;7;Spouse present;Technical;Husband;White;Male;0;0;40;North America;<=50K
[41, 60];Government;296326;*;13;Spouse not present;Other;Not-in-family;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;120277;*;9;Spouse not present;Nontechnical;Own-child;White;Male;0;0;40;Europe;<=50K
[21, 40];Non-Government;193219;*;9;Spouse not present;Other;Own-child;Black;Female;0;0;35;North America;<=50K
[41, 60];Non-Government;86399;*;10;Spouse not present;Other;Not-in-family;White;Female;0;0;38;North America;<=50K
[21, 40];Non-Government;215251;*;13;Spouse not present;Nontechnical;Not-in-family;White;Female;0;0;50;North America;<=50K
[61, 80];Non-Government;124470;*;9;Spouse present;Other;Husband;White;Male;0;0;60;North America;<=50K
[21, 40];Non-Government;228649;*;13;Spouse not present;Other;Own-child;White;Male;0;0;38;North America;<=50K
[41, 60];Non-Government;386397;*;13;Spouse present;Nontechnical;Husband;White;Male;0;0;60;North America;<=50K
[41, 60];Non-Government;96798;*;14;Spouse not present;Nontechnical;Not-in-family;White;Male;0;0;35;North America;<=50K
[41, 60];Non-Government;139464;*;13;Spouse not present;Technical;Unmarried;White;Female;0;0;36;Europe;<=50K
[61, 80];Government;550848;*;6;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;>50K
[41, 60];Non-Government;68505;*;5;Spouse not present;Other;Not-in-family;Black;Male;0;0;37;North America;<=50K
[1, 20];Non-Government;122215;*;9;Spouse not present;Other;Own-child;Black;Male;0;0;52;North America;<=50K
[21, 40];Non-Government;159442;*;9;Spouse not present;Other;Not-in-family;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;80638;*;13;Spouse present;Other;Husband;Asian-Pac-Islander;Male;0;0;30;Asia;<=50K
[41, 60];Non-Government;192390;*;9;Spouse present;Technical;Husband;White;Male;0;0;40;North America;>50K
[21, 40];Non-Government;191324;*;10;Spouse not present;Other;Own-child;White;Male;0;0;25;North America;<=50K
[1, 20];Government;73009;*;10;Spouse not present;Other;Own-child;White;Male;0;0;15;North America;<=50K
[41, 60];Non-Government;177858;*;9;Spouse not present;Technical;Other-relative;White;Male;0;0;55;North America;>50K
*;*;163003;*;13;*;*;Own-child;*;*;0;0;40;*;*
[21, 40];Non-Government;95551;*;9;Spouse not present;Nontechnical;Not-in-family;White;Female;0;0;36;North America;<=50K
[21, 40];Non-Government;125298;*;10;Spouse not present;Other;Unmarried;White;Female;0;0;50;North America;<=50K
[41, 60];Government;198186;*;9;Spouse not present;Other;Not-in-family;Black;Female;0;0;38;North America;<=50K
[21, 40];Non-Government;182668;*;6;Spouse present;Other;Husband;White;Male;0;0;35;North America;<=50K
[21, 40];Non-Government;124905;*;4;Spouse present;Technical;Husband;White;Male;0;0;30;North America;<=50K
[61, 80];Non-Government;171635;*;13;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;<=50K
[1, 20];Non-Government;376240;*;9;Spouse not present;Technical;Own-child;White;Male;0;0;42;North America;<=50K
[21, 40];Non-Government;157391;*;13;Spouse not present;Nontechnical;Own-child;White;Female;0;0;40;North America;<=50K
[41, 60];Non-Government;178134;*;15;Spouse not present;Technical;Not-in-family;White;Female;0;0;40;North America;>50K
[21, 40];Non-Government;207201;*;10;Spouse present;Technical;Husband;White;Male;0;0;40;North America;>50K
[61, 80];Non-Government;102103;*;9;Spouse not present;Other;Not-in-family;White;Female;0;0;50;North America;<=50K
[21, 40];Non-Government;92036;*;9;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;>50K
[41, 60];Government;236426;*;12;Spouse not present;Technical;Not-in-family;White;Female;0;0;50;North America;<=50K
[21, 40];Non-Government;400966;*;10;Spouse not present;Other;Own-child;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;404573;*;10;Spouse not present;Nontechnical;Not-in-family;White;Female;0;0;44;North America;<=50K
[21, 40];Non-Government;227571;*;4;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;<=50K
[1, 20];Non-Government;145917;*;10;Spouse not present;Other;Own-child;White;Female;0;0;15;North America;<=50K
[21, 40];Government;190226;*;9;Spouse not present;Other;Own-child;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;356555;*;10;Spouse present;Nontechnical;Husband;White;Male;0;0;48;North America;<=50K
[21, 40];Non-Government;66473;*;9;Spouse not present;Technical;Own-child;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;163039;*;12;Spouse not present;Nontechnical;Not-in-family;White;Male;0;0;60;North America;<=50K
[21, 40];Non-Government;89559;*;9;Spouse not present;Other;Unmarried;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;163303;*;11;Spouse not present;Nontechnical;Own-child;White;Female;0;0;38;North America;<=50K
[41, 60];Non-Government;192712;*;9;Spouse not present;Other;Other-relative;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;381153;*;6;Spouse present;Technical;Husband;White;Male;0;0;40;North America;>50K
[41, 60];Non-Government;222434;*;9;Spouse present;Technical;Husband;White;Male;0;0;40;North America;<=50K
[1, 20];Non-Government;34706;*;10;Spouse not present;Nontechnical;Not-in-family;Black;Male;0;0;47;North America;<=50K
[41, 60];Non-Government;47857;*;10;Spouse present;Other;Husband;White;Male;0;0;50;North America;<=50K
[21, 40];Non-Government;195216;*;9;Spouse not present;Other;Not-in-family;White;Female;0;0;12;North America;<=50K
[21, 40];Government;329426;*;9;Spouse not present;Other;Not-in-family;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;184105;*;11;Spouse present;Technical;Husband;White;Male;0;0;40;North America;>50K
[21, 40];Non-Government;211385;*;12;Spouse not present;Other;Not-in-family;Black;Male;0;0;35;North America;<=50K
[21, 40];Non-Government;61777;*;10;Spouse not present;Technical;Not-in-family;White;Male;0;0;70;North America;<=50K
[21, 40];Non-Government;320194;*;15;Spouse not present;Technical;Unmarried;White;Male;0;0;48;North America;>50K
[21, 40];Non-Government;199444;*;13;Spouse not present;Nontechnical;Own-child;White;Female;0;0;15;North America;<=50K
[21, 40];Non-Government;312588;*;6;Spouse not present;Other;Not-in-family;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;168675;*;9;Spouse not present;Other;Own-child;White;Male;0;0;50;North America;<=50K
[21, 40];Non-Government;87556;*;9;Spouse not present;Technical;Not-in-family;White;Male;0;0;40;North America;<=50K
[21, 40];Government;220421;*;13;Spouse not present;Nontechnical;Not-in-family;White;Female;0;0;40;North America;<=50K
[41, 60];Government;404599;*;9;Spouse not present;Other;Unmarried;Black;Female;0;0;40;North America;<=50K
*;*;99065;*;13;*;*;Wife;*;*;0;0;40;*;*
[41, 60];Government;109973;*;9;Spouse not present;Other;Not-in-family;White;Female;0;0;40;North America;<=50K
[1, 20];Non-Government;246652;*;10;Spouse not present;Nontechnical;Own-child;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;57423;*;11;Spouse present;Technical;Husband;White;Male;0;0;48;North America;<=50K
[21, 40];Non-Government;291248;*;9;Spouse not present;Technical;Other-relative;Black;Male;0;0;40;North America;<=50K
[41, 60];Non-Government;163708;*;9;Spouse not present;Other;Unmarried;White;Female;0;0;40;North America;<=50K
[41, 60];Non-Government;240358;*;10;Spouse present;Technical;Husband;White;Male;0;0;20;North America;<=50K
[21, 40];Non-Government;25955;*;11;Spouse not present;Technical;Not-in-family;Amer-Indian-Eskimo;Male;0;0;40;North America;<=50K
[41, 60];Non-Government;101593;*;13;Spouse present;Nontechnical;Husband;White;Male;0;0;60;North America;<=50K
[21, 40];Non-Government;227890;*;13;Spouse not present;Technical;Not-in-family;Black;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;225053;*;9;Spouse not present;Other;Not-in-family;White;Male;0;0;45;North America;<=50K
[21, 40];Non-Government;228472;*;13;Spouse present;Technical;Husband;White;Male;0;0;45;North America;>50K
[21, 40];Non-Government;245378;*;13;Spouse present;Nontechnical;Husband;White;Male;0;0;45;North America;<=50K
[21, 40];Non-Government;35032;*;10;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;>50K
[21, 40];Non-Government;258849;*;11;Spouse not present;Other;Unmarried;Black;Female;0;0;40;North America;<=50K
[41, 60];Non-Government;190115;*;12;Spouse present;Technical;Husband;White;Male;0;0;40;North America;>50K
[21, 40];Non-Government;63910;*;10;Spouse not present;Other;Own-child;Asian-Pac-Islander;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;510072;*;13;Spouse present;Nontechnical;Husband;White;Male;0;0;55;North America;>50K
[21, 40];Non-Government;210867;*;7;Spouse not present;Nontechnical;Own-child;White;Male;0;0;40;North America;<=50K
[1, 20];Non-Government;263024;*;9;Spouse not present;Nontechnical;Own-child;White;Female;0;0;40;North America;<=50K
[41, 60];Non-Government;306785;*;9;Spouse not present;Other;Not-in-family;White;Female;0;0;40;North America;<=50K
[41, 60];Non-Government;104333;*;9;Spouse not present;Nontechnical;Not-in-family;White;Male;0;0;50;North America;<=50K
[61, 80];Non-Government;340734;*;9;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;<=50K
*;*;288585;*;9;*;*;Wife;*;*;0;0;20;*;*
[21, 40];Non-Government;241765;*;7;Spouse not present;Nontechnical;Not-in-family;White;Female;0;0;60;North America;<=50K
[21, 40];Non-Government;111058;*;12;Spouse not present;Nontechnical;Own-child;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;104662;*;9;Spouse not present;Other;Unmarried;White;Female;0;0;22;North America;<=50K
[81, 100];Non-Government;313986;*;7;Spouse not present;Nontechnical;Own-child;White;Male;0;0;40;North America;<=50K
[41, 60];Government;52037;*;10;Spouse not present;Other;Unmarried;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;254221;*;9;Spouse not present;Other;Not-in-family;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;211785;*;9;Spouse not present;Technical;Own-child;Black;Female;0;0;20;North America;<=50K
[41, 60];Non-Government;160362;*;9;Spouse present;Nontechnical;Husband;White;Male;0;0;60;North America;<=50K
[21, 40];Non-Government;169631;*;9;Spouse not present;Nontechnical;Own-child;White;Female;0;0;40;North America;<=50K
[41, 60];Non-Government;202956;*;4;Spouse present;Technical;Husband;White;Male;0;0;40;North America;<=50K
[41, 60];Non-Government;80467;*;9;Spouse not present;Other;Own-child;White;Female;0;0;24;North America;<=50K
[21, 40];Non-Government;407672;*;10;Spouse not present;Technical;Unmarried;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;243425;*;9;Spouse not present;Other;Other-relative;White;Female;0;0;50;South America;<=50K
[21, 40];Non-Government;347491;*;13;Spouse present;Nontechnical;Husband;White;Male;0;0;50;North America;>50K
[21, 40];Non-Government;146161;*;13;Spouse present;Technical;Husband;White;Male;0;0;60;North America;>50K
[21, 40];Non-Government;449432;*;10;Spouse not present;Other;Own-child;White;Male;0;0;40;North America;<=50K
[21, 40];Government;134813;*;14;Spouse not present;Technical;Own-child;White;Male;0;0;52;North America;<=50K
[21, 40];Government;190401;*;14;Spouse present;Technical;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;260617;*;6;Spouse present;Technical;Husband;White;Male;0;0;36;North America;<=50K
[21, 40];Non-Government;45604;*;9;Spouse present;Nontechnical;Husband;White;Male;0;0;54;North America;<=50K
[41, 60];Non-Government;67841;*;9;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;>50K
[1, 20];Non-Government;430471;*;7;Spouse not present;Nontechnical;Own-child;White;Male;0;0;40;North America;<=50K
[41, 60];Non-Government;194698;*;9;Spouse present;Other;Husband;White;Male;0;0;50;North America;<=50K
[21, 40];Non-Government;94235;*;13;Spouse not present;Technical;Unmarried;White;Male;0;0;40;North America;<=50K
[41, 60];Non-Government;188330;*;9;Spouse present;Other;Husband;White;Male;0;0;78;North America;<=50K
[41, 60];Government;146181;*;5;Spouse present;Other;Husband;Black;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;177125;*;10;Spouse not present;Nontechnical;Not-in-family;White;Male;0;0;20;North America;<=50K
[21, 40];Non-Government;68330;*;10;Spouse present;Nontechnical;Husband;White;Male;0;0;50;North America;<=50K
[41, 60];Non-Government;95636;*;10;Spouse not present;Nontechnical;Not-in-family;White;Male;0;0;45;North America;<=50K
[21, 40];Non-Government;238329;*;13;Spouse not present;Nontechnical;Not-in-family;White;Female;0;0;45;North America;<=50K
[41, 60];Non-Government;416129;*;1;Spouse present;Other;Not-in-family;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;285004;*;13;Spouse not present;Nontechnical;Not-in-family;Asian-Pac-Islander;Male;0;0;50;Asia;<=50K
[21, 40];Non-Government;186294;*;9;Spouse not present;Other;Not-in-family;White;Female;0;0;50;North America;<=50K
[41, 60];Non-Government;188786;*;10;Spouse not present;Other;Not-in-family;White;Male;0;0;45;North America;<=50K
*;*;31352;*;10;*;*;Unmarried;*;*;0;0;40;*;*
[21, 40];Non-Government;197613;*;11;Spouse not present;Other;Not-in-family;White;Female;0;0;30;North America;<=50K
[61, 80];Non-Government;361721;*;11;Spouse present;Other;Husband;White;Male;0;0;20;North America;<=50K
[41, 60];Non-Government;144968;*;9;Spouse not present;Technical;Own-child;White;Male;0;0;15;North America;<=50K
[21, 40];Non-Government;178037;*;9;Spouse present;Other;Husband;White;Male;0;0;40;North America;<=50K
[41, 60];Non-Government;306985;*;10;Spouse not present;Other;Not-in-family;White;Female;0;0;40;North America;<=50K
[41, 60];Non-Government;87928;*;9;Spouse present;Other;Husband;White;Male;0;0;40;North America;>50K
[41, 60];Non-Government;242619;*;10;Spouse present;Technical;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;154165;*;5;Spouse not present;Other;Own-child;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;511331;*;13;Spouse not present;Nontechnical;Not-in-family;White;Male;0;0;38;North America;<=50K
[61, 80];Government;221026;*;9;Spouse present;Other;Husband;White;Male;0;0;20;North America;<=50K
[41, 60];Non-Government;222182;*;9;Spouse present;Nontechnical;Husband;Black;Male;0;0;45;North America;<=50K
[21, 40];Non-Government;202344;*;13;Spouse not present;Technical;Own-child;White;Female;0;0;40;North America;<=50K
[1, 20];Non-Government;190423;*;10;Spouse not present;Other;Not-in-family;White;Female;0;0;20;North America;<=50K
[21, 40];Non-Government;238917;*;3;Spouse not present;Technical;Unmarried;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;37997;*;10;Spouse present;Other;Husband;White;Male;0;0;50;North America;<=50K
[41, 60];Non-Government;147098;*;9;Spouse present;Technical;Husband;White;Male;0;0;50;North America;>50K
[21, 40];Non-Government;278253;*;9;Spouse not present;Other;Unmarried;White;Female;0;0;48;North America;<=50K
[21, 40];Non-Government;195411;*;9;Spouse not present;Other;Unmarried;Black;Female;0;0;40;North America;<=50K
[41, 60];Non-Government;76196;*;13;Spouse present;Nontechnical;Husband;White;Male;0;0;50;North America;<=50K
*;*;186014;*;10;*;*;Own-child;*;*;0;0;12;*;*
[21, 40];Non-Government;205903;*;9;Spouse not present;Other;Own-child;White;Male;0;0;40;North America;<=50K
[41, 60];Government;125405;*;9;Spouse present;Other;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;219838;*;8;Spouse not present;Technical;Not-in-family;White;Male;0;0;40;North America;<=50K
[21, 40];Government;19395;*;10;Spouse not present;Other;Not-in-family;White;Female;0;0;38;North America;<=50K
[21, 40];Non-Government;223327;*;9;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;>50K
[41, 60];Non-Government;114062;*;9;Spouse not present;Technical;Unmarried;White;Female;0;0;40;North America;<=50K
*;*;95654;*;13;*;*;Wife;*;*;0;0;50;*;*
[21, 40];Non-Government;177305;*;9;Spouse present;Technical;Husband;White;Male;0;0;45;North America;<=50K
[61, 80];Non-Government;117681;*;11;Spouse present;Other;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;237651;*;10;Spouse not present;Other;Own-child;White;Male;0;0;35;North America;<=50K
[21, 40];Government;150570;*;9;Spouse not present;Other;Not-in-family;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;144064;*;16;Spouse present;Technical;Husband;White;Male;0;0;55;North America;>50K
[21, 40];Non-Government;152951;*;9;Spouse not present;Nontechnical;Not-in-family;White;Male;0;0;40;North America;<=50K
[41, 60];Non-Government;190487;*;9;Spouse not present;Other;Unmarried;White;Female;0;0;28;South America;<=50K
[21, 40];Non-Government;306666;*;10;Spouse present;Nontechnical;Husband;Black;Male;0;0;45;North America;<=50K
[21, 40];Non-Government;226624;*;5;Spouse present;Technical;Husband;White;Male;0;0;60;North America;<=50K
[41, 60];Non-Government;157569;*;9;Spouse present;Technical;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Government;22966;*;10;Spouse not present;Technical;Unmarried;White;Male;0;0;20;North America;<=50K
[41, 60];Non-Government;379682;*;11;Spouse present;Other;Wife;White;Female;0;0;20;North America;>50K
[21, 40];Non-Government;446559;*;12;Spouse present;Nontechnical;Wife;White;Female;0;0;50;North America;<=50K
[1, 20];Non-Government;41794;*;7;Spouse not present;Other;Own-child;White;Female;0;0;20;North America;<=50K
[21, 40];Government;90409;*;10;Spouse present;Nontechnical;Husband;White;Male;0;0;35;North America;<=50K
[21, 40];Non-Government;125491;*;10;Spouse not present;Other;Not-in-family;Asian-Pac-Islander;Female;0;0;35;Asia;<=50K
[41, 60];Non-Government;104748;*;6;Spouse present;Nontechnical;Husband;White;Male;0;0;65;North America;<=50K
[41, 60];Government;169182;*;9;Spouse not present;Other;Unmarried;White;Female;0;0;49;North America;<=50K
[21, 40];Non-Government;122272;*;13;Spouse not present;Other;Own-child;White;Female;0;0;40;North America;<=50K
[41, 60];Non-Government;289707;*;9;Spouse not present;Other;Not-in-family;White;Male;0;0;45;North America;<=50K
[41, 60];Government;137691;*;9;Spouse present;Technical;Husband;White;Male;0;0;40;North America;>50K
[41, 60];Non-Government;166789;*;9;Spouse present;Other;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Government;348728;*;13;Spouse not present;Technical;Not-in-family;White;Female;0;0;35;North America;<=50K
[21, 40];Non-Government;348092;*;9;Spouse not present;Other;Own-child;Black;Male;0;0;40;North America;<=50K
[61, 80];Non-Government;154526;*;10;Spouse not present;Other;Not-in-family;White;Female;0;0;40;North America;<=50K
[61, 80];Non-Government;288371;*;9;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;>50K
[21, 40];Non-Government;182342;*;9;Spouse not present;Technical;Not-in-family;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;244366;*;13;Spouse not present;Technical;Own-child;White;Male;0;0;40;North America;<=50K
[61, 80];Non-Government;102423;*;11;Spouse present;Other;Husband;White;Male;0;0;30;North America;<=50K
[21, 40];Non-Government;259688;*;7;Spouse present;Technical;Husband;White;Male;0;0;50;North America;<=50K
[21, 40];Non-Government;98733;*;10;Spouse not present;Technical;Unmarried;White;Female;0;0;20;North America;<=50K
[61, 80];Non-Government;141797;*;4;Spouse present;Nontechnical;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;327202;*;8;Spouse not present;Technical;Not-in-family;Black;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;76996;*;10;Spouse not present;Technical;Not-in-family;Black;Female;0;0;38;North America;<=50K
[21, 40];Non-Government;260560;*;9;Spouse present;Technical;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;370990;*;10;Spouse not present;Nontechnical;Own-child;White;Male;0;0;40;North America;<=50K
[1, 20];Non-Government;129010;*;8;Spouse not present;Technical;Own-child;White;Male;0;0;10;North America;<=50K
[21, 40];Non-Government;452640;*;9;Spouse not present;Technical;Not-in-family;White;Male;0;0;40;North America;<=50K
[61, 80];Non-Government;120796;*;5;Spouse present;Technical;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;229523;*;9;Spouse present;Technical;Wife;White;Female;0;0;56;North America;<=50K
[1, 20];Non-Government;127388;*;8;Spouse not present;Other;Not-in-family;White;Female;0;0;25;North America;<=50K
[41, 60];Non-Government;193895;*;9;Spouse not present;Nontechnical;Not-in-family;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;155343;*;10;Spouse not present;Other;Not-in-family;White;Male;0;0;72;North America;<=50K
[21, 40];Non-Government;73895;*;9;Spouse not present;Other;Own-child;White;Female;0;0;10;North America;<=50K
[41, 60];Non-Government;107682;*;9;Spouse not present;Technical;Not-in-family;White;Female;0;0;10;North America;<=50K
[61, 80];Non-Government;321166;*;13;Spouse not present;Nontechnical;Not-in-family;White;Female;0;0;5;North America;<=50K
[41, 60];Government;154940;*;14;Spouse not present;Technical;Not-in-family;White;Female;0;0;45;North America;>50K
[21, 40];Non-Government;103700;*;10;Spouse not present;Technical;Own-child;White;Female;0;0;40;North America;<=50K
[21, 40];Non-Government;63509;*;12;Spouse present;Technical;Husband;White;Male;0;0;48;North America;>50K
[21, 40];Non-Government;243842;*;9;Spouse present;Other;Husband;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;58597;*;9;Spouse not present;Technical;Own-child;White;Male;0;0;44;North America;<=50K
[41, 60];Non-Government;190290;*;9;Spouse not present;Technical;Not-in-family;White;Male;0;0;40;North America;<=50K
[21, 40];Non-Government;62165;*;10;Spouse not present;Nontechnical;Other-relative;Black;Male;0;0;30;North America;<=50K
