age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;salary-class
[41, 60];Non-Government;141944;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;4386;0;40;North America;>50K
[41, 60];Non-Government;156566;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;50;North America;>50K
[41, 60];Non-Government;242606;Higher education;14;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;45;North America;>50K
[21, 40];Non-Government;110554;Secondary education;9;Married-civ-spouse;Technical;Wife;White;Female;4386;0;40;North America;>50K
[41, 60];Non-Government;120057;Higher education;12;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;45;North America;>50K
[41, 60];Government;73670;Higher education;16;Married-civ-spouse;Technical;Husband;White;Male;4386;0;52;North America;>50K
[61, 80];Non-Government;180911;Secondary education;7;Married-civ-spouse;Other;Husband;White;Male;4386;0;37;North America;>50K
[41, 60];Non-Government;29580;Secondary education;7;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;30;North America;>50K
[21, 40];Non-Government;209214;Secondary education;9;Married-civ-spouse;Other;Wife;White;Female;4386;0;35;North America;>50K
[41, 60];Non-Government;204447;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;4386;0;40;North America;>50K
[21, 40];Non-Government;117959;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;40;North America;>50K
[21, 40];Non-Government;195576;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;60;North America;<=50K
[41, 60];Government;241851;Higher education;11;Married-civ-spouse;Other;Husband;White;Male;4386;0;40;North America;>50K
[41, 60];Non-Government;291529;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;13;North America;>50K
[41, 60];Non-Government;329144;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;45;North America;>50K
[41, 60];Non-Government;184105;Higher education;12;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;40;North America;>50K
[41, 60];Non-Government;120724;Higher education;14;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;40;North America;<=50K
[21, 40];Non-Government;219546;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;4386;0;44;North America;>50K
[21, 40];Non-Government;240771;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;4386;0;50;North America;>50K
[41, 60];Government;151580;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;4386;0;40;North America;>50K
[21, 40];Non-Government;209691;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;4386;0;50;North America;>50K
[21, 40];Non-Government;51944;Secondary education;9;Married-civ-spouse;Other;Wife;White;Female;4386;0;40;North America;>50K
[41, 60];Government;216931;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;4386;0;40;North America;>50K
[41, 60];Government;193425;Higher education;14;Married-civ-spouse;Technical;Wife;White;Female;4386;0;40;North America;>50K
[41, 60];Non-Government;449354;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;4386;0;45;North America;>50K
*;*;177331;*;10;*;*;Husband;*;*;4386;0;40;*;*
[41, 60];Non-Government;167005;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;4386;0;55;North America;<=50K
[21, 40];Non-Government;104423;Higher education;10;Married-civ-spouse;Nontechnical;Other-relative;White;Male;4386;0;45;North America;>50K
[41, 60];Government;349431;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;4386;0;40;North America;>50K
[21, 40];Non-Government;215503;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;45;North America;>50K
[21, 40];Non-Government;169527;Higher education;10;Married-civ-spouse;Nontechnical;Wife;White;Female;4386;0;20;North America;<=50K
[21, 40];Non-Government;70539;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;50;North America;<=50K
[41, 60];Non-Government;269652;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;4386;0;38;North America;>50K
[21, 40];Non-Government;188563;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;50;North America;>50K
[21, 40];Non-Government;138940;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;50;North America;>50K
[21, 40];Non-Government;319146;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;4386;0;40;North America;>50K
[41, 60];Non-Government;70387;Higher education;14;Married-civ-spouse;Technical;Husband;Asian-Pac-Islander;Male;4386;0;40;Asia;>50K
[41, 60];Non-Government;51271;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;4386;0;70;North America;<=50K
[21, 40];Non-Government;123964;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;50;North America;<=50K
[21, 40];Non-Government;160808;Secondary education;9;Married-civ-spouse;Technical;Husband;Black;Male;4386;0;48;North America;<=50K
[41, 60];Government;118853;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;4386;0;99;North America;>50K
[41, 60];Non-Government;133219;Secondary education;9;Married-civ-spouse;Other;Husband;Black;Male;4386;0;30;North America;>50K
[41, 60];Non-Government;294671;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;4386;0;38;North America;>50K
[41, 60];Non-Government;433989;Higher education;11;Married-civ-spouse;Nontechnical;Husband;White;Male;4386;0;60;North America;>50K
[61, 80];Non-Government;117473;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;4386;0;40;North America;>50K
[41, 60];Non-Government;69333;Higher education;11;Married-civ-spouse;Other;Husband;White;Male;4386;0;80;North America;>50K
[21, 40];Non-Government;132222;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;4386;0;50;North America;>50K
[21, 40];Non-Government;556660;Secondary education;9;Never-married;Nontechnical;Other-relative;White;Male;4101;0;50;North America;<=50K
[21, 40];Non-Government;255957;Higher education;10;Never-married;Nontechnical;Not-in-family;White;Female;4101;0;40;North America;<=50K
[21, 40];Non-Government;115631;Higher education;10;Never-married;Other;Not-in-family;White;Female;4101;0;50;North America;<=50K
[41, 60];Non-Government;191917;Higher education;12;Divorced;Other;Unmarried;White;Female;4101;0;40;North America;<=50K
*;*;31095;*;10;*;*;Not-in-family;*;*;4101;0;60;*;*
[41, 60];Non-Government;59107;Secondary education;9;Separated;Other;Not-in-family;White;Female;4101;0;40;North America;<=50K
[21, 40];Non-Government;369825;Higher education;13;Never-married;Nontechnical;Not-in-family;White;Male;4101;0;50;North America;<=50K
[41, 60];Non-Government;168625;Secondary education;9;Divorced;Technical;Not-in-family;White;Female;4101;0;40;North America;<=50K
[21, 40];Non-Government;211049;Higher education;10;Never-married;Technical;Not-in-family;White;Female;4101;0;40;North America;<=50K
[21, 40];Non-Government;20728;Secondary education;9;Never-married;Nontechnical;Own-child;White;Female;4101;0;40;North America;<=50K
[21, 40];Non-Government;321205;Higher education;13;Never-married;Nontechnical;Not-in-family;White;Male;4101;0;35;North America;<=50K
[21, 40];Non-Government;188108;Secondary education;9;Never-married;Technical;Own-child;White;Male;4101;0;40;North America;<=50K
[21, 40];Government;142621;Higher education;13;Never-married;Technical;Not-in-family;White;Female;4101;0;40;North America;<=50K
*;*;143582;*;11;*;*;Not-in-family;*;*;4101;0;35;*;*
[1, 20];Non-Government;223648;Secondary education;9;Never-married;Nontechnical;Not-in-family;White;Male;4101;0;48;North America;<=50K
[21, 40];Non-Government;32950;Higher education;10;Never-married;Other;Not-in-family;White;Male;4101;0;40;North America;<=50K
[21, 40];Government;135567;Higher education;13;Never-married;Other;Not-in-family;Black;Female;4101;0;60;North America;<=50K
[41, 60];Government;137815;Secondary education;8;Never-married;Other;Own-child;White;Male;4101;0;40;North America;<=50K
[21, 40];Non-Government;108320;Secondary education;9;Divorced;Technical;Not-in-family;White;Male;4101;0;40;North America;<=50K
[21, 40];Non-Government;377869;Higher education;10;Married-civ-spouse;Nontechnical;Wife;White;Female;4064;0;25;North America;<=50K
[41, 60];Non-Government;146013;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;40;North America;<=50K
*;*;110517;*;16;*;*;Husband;*;*;4064;0;40;*;*
[41, 60];Non-Government;149670;Higher education;10;Married-civ-spouse;Other;Wife;White;Female;4064;0;15;North America;<=50K
[21, 40];Non-Government;187046;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;38;North America;<=50K
[21, 40];Non-Government;164018;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;50;North America;<=50K
[61, 80];Non-Government;143098;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;40;North America;<=50K
[21, 40];Government;217296;Secondary education;9;Married-civ-spouse;Other;Wife;White;Female;4064;0;22;North America;<=50K
[41, 60];Non-Government;170850;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;60;North America;<=50K
[21, 40];Non-Government;28572;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;4064;0;35;North America;<=50K
[21, 40];Government;122493;Higher education;13;Married-civ-spouse;Technical;Husband;White;Male;4064;0;40;North America;<=50K
[41, 60];Non-Government;177727;Secondary education;6;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;45;North America;<=50K
[21, 40];Non-Government;70985;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;4064;0;40;North America;<=50K
[21, 40];Non-Government;126569;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;40;North America;<=50K
[41, 60];Non-Government;234938;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;55;North America;<=50K
[41, 60];Non-Government;40000;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;44;North America;<=50K
[21, 40];Non-Government;316820;Secondary education;4;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;40;North America;<=50K
*;*;145439;*;3;*;*;Husband;*;*;4064;0;40;*;*
[41, 60];Non-Government;484861;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;4064;0;38;North America;<=50K
[41, 60];Government;50178;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;4064;0;55;North America;<=50K
[41, 60];Non-Government;181810;Secondary education;9;Married-civ-spouse;Technical;Husband;Black;Male;4064;0;40;North America;<=50K
[21, 40];Government;196386;Higher education;12;Married-civ-spouse;Other;Husband;White;Male;4064;0;40;North America;<=50K
[21, 40];Non-Government;34848;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;4064;0;40;North America;<=50K
*;*;180079;*;16;*;*;Husband;*;*;4064;0;40;*;*
[41, 60];Non-Government;226875;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;40;North America;<=50K
[21, 40];Government;293550;Higher education;10;Married-civ-spouse;Technical;Wife;White;Female;4064;0;40;North America;<=50K
[21, 40];Non-Government;317809;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;50;North America;<=50K
[41, 60];Non-Government;297884;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;4064;0;50;North America;<=50K
[21, 40];Non-Government;267556;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;4064;0;40;North America;<=50K
[41, 60];Non-Government;195096;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;40;North America;<=50K
[21, 40];Non-Government;281030;Higher education;11;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;40;North America;<=50K
[21, 40];Non-Government;344480;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;4064;0;40;North America;<=50K
[21, 40];Non-Government;39092;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;50;North America;<=50K
[41, 60];Non-Government;178341;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;4064;0;60;North America;<=50K
[41, 60];Non-Government;200471;Higher education;11;Married-civ-spouse;Other;Husband;White;Male;4064;0;40;North America;<=50K
[41, 60];Non-Government;86332;Higher education;11;Married-civ-spouse;Other;Husband;White;Male;4064;0;55;North America;<=50K
[21, 40];Non-Government;294936;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;4064;0;45;North America;<=50K
[21, 40];Government;155781;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;4064;0;50;North America;<=50K
[41, 60];Non-Government;285750;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;4064;0;55;North America;<=50K
*;*;288437;*;9;*;*;Husband;*;*;4064;0;40;*;*
[41, 60];Non-Government;187881;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;3942;0;40;North America;<=50K
[21, 40];Non-Government;450924;Secondary education;8;Married-civ-spouse;Other;Husband;White;Male;3942;0;40;North America;<=50K
[21, 40];Non-Government;184596;Secondary education;7;Married-civ-spouse;Technical;Husband;White;Male;3942;0;50;North America;<=50K
[41, 60];Non-Government;166220;Higher education;12;Married-civ-spouse;Nontechnical;Wife;White;Female;3942;0;40;North America;<=50K
[41, 60];Non-Government;192835;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;3942;0;40;North America;<=50K
[41, 60];Government;103759;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;3942;0;40;North America;<=50K
[21, 40];Non-Government;209034;Secondary education;9;Married-civ-spouse;Technical;Wife;White;Female;3942;0;40;North America;<=50K
[41, 60];Non-Government;340591;Secondary education;6;Married-civ-spouse;Nontechnical;Husband;White;Male;3942;0;40;North America;<=50K
*;*;331395;*;4;*;*;Husband;*;*;3942;0;84;*;*
[21, 40];Non-Government;208326;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;3942;0;45;North America;<=50K
[21, 40];Non-Government;145704;Secondary education;9;Married-civ-spouse;Technical;Wife;White;Female;3942;0;35;North America;<=50K
[21, 40];Non-Government;243569;Secondary education;7;Married-civ-spouse;Nontechnical;Husband;White;Male;3942;0;40;North America;<=50K
[41, 60];Government;311671;Higher education;11;Married-civ-spouse;Other;Husband;White;Male;3908;0;40;North America;<=50K
[21, 40];Non-Government;187560;Higher education;15;Married-civ-spouse;Technical;Husband;White;Male;3908;0;40;North America;<=50K
[21, 40];Non-Government;160035;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3908;0;55;North America;<=50K
[41, 60];Non-Government;177905;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;3908;0;40;North America;<=50K
[41, 60];Non-Government;191965;Secondary education;7;Married-civ-spouse;Other;Wife;White;Female;3908;0;28;North America;<=50K
[21, 40];Non-Government;152683;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;3908;0;35;North America;<=50K
[21, 40];Non-Government;196816;Higher education;13;Married-civ-spouse;Technical;Husband;White;Male;3908;0;40;North America;<=50K
[21, 40];Non-Government;36069;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3908;0;46;North America;<=50K
[21, 40];Non-Government;213643;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;3908;0;40;North America;<=50K
[21, 40];Non-Government;66278;Higher education;10;Married-civ-spouse;Technical;Wife;White;Female;3908;0;40;North America;<=50K
*;*;207685;*;9;*;*;Wife;*;*;3908;0;40;*;*
[41, 60];Non-Government;424855;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;3908;0;40;North America;<=50K
[21, 40];Non-Government;36989;Higher education;13;Married-civ-spouse;Other;Husband;White;Male;3908;0;70;North America;<=50K
[41, 60];Non-Government;244605;Higher education;11;Married-civ-spouse;Nontechnical;Husband;White;Male;3908;0;40;North America;<=50K
*;*;101722;*;4;*;*;Husband;*;*;3908;0;47;*;*
*;*;105943;*;9;*;*;Wife;*;*;3908;0;40;*;*
[41, 60];Non-Government;107584;Higher education;14;Married-civ-spouse;Other;Husband;White;Male;3908;0;50;North America;<=50K
[21, 40];Non-Government;193586;Secondary education;9;Married-civ-spouse;Other;Wife;White;Female;3908;0;40;North America;<=50K
[21, 40];Non-Government;188941;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;3908;0;40;North America;<=50K
[21, 40];Non-Government;143152;Higher education;10;Married-civ-spouse;Other;Wife;White;Female;3908;0;27;North America;<=50K
[21, 40];Non-Government;55699;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;3908;0;40;North America;<=50K
[21, 40];Government;327533;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;3908;0;40;North America;<=50K
[41, 60];Non-Government;320744;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;3908;0;45;North America;<=50K
[21, 40];Government;152351;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;3908;0;40;North America;<=50K
[21, 40];Non-Government;163870;Secondary education;6;Married-civ-spouse;Other;Husband;White;Male;3908;0;40;North America;<=50K
[21, 40];Non-Government;231043;Higher education;11;Married-civ-spouse;Other;Husband;White;Male;3908;0;45;North America;<=50K
[21, 40];Non-Government;256362;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;3908;0;50;North America;<=50K
[41, 60];Non-Government;312477;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;3908;0;40;North America;<=50K
[21, 40];Non-Government;89508;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;3908;0;60;North America;<=50K
[21, 40];Non-Government;34378;Higher education;11;Married-civ-spouse;Other;Husband;White;Male;3908;0;75;North America;<=50K
[41, 60];Government;212864;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;3908;0;40;North America;<=50K
[41, 60];Government;123592;Secondary education;9;Separated;Other;Unmarried;Black;Female;3887;0;35;North America;<=50K
*;*;277022;*;9;*;*;Unmarried;*;*;3887;0;40;*;*
[21, 40];Government;526528;Higher education;10;Never-married;Other;Unmarried;Black;Female;3887;0;40;North America;<=50K
[21, 40];Government;200469;Higher education;10;Never-married;Other;Unmarried;Black;Female;3887;0;40;North America;<=50K
[21, 40];Non-Government;356689;Secondary education;9;Divorced;Other;Unmarried;White;Male;3887;0;40;North America;<=50K
*;*;269182;*;10;*;*;Unmarried;*;*;3887;0;40;*;*
[61, 80];Non-Government;69209;Higher education;13;Married-civ-spouse;Technical;Husband;White;Male;3818;0;30;North America;<=50K
[61, 80];Non-Government;113323;Higher education;12;Married-civ-spouse;Nontechnical;Husband;White;Male;3818;0;40;North America;<=50K
[61, 80];Non-Government;144056;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;3818;0;40;North America;<=50K
[61, 80];Government;177550;Higher education;13;Married-civ-spouse;Other;Husband;White;Male;3818;0;14;North America;<=50K
[61, 80];Non-Government;115498;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;3818;0;10;North America;<=50K
[21, 40];Non-Government;758700;Secondary education;5;Married-civ-spouse;Nontechnical;Husband;White;Male;3781;0;50;North America;<=50K
[1, 20];Non-Government;34568;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3781;0;35;North America;<=50K
[21, 40];Non-Government;400535;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3781;0;40;North America;<=50K
[41, 60];Non-Government;88055;Higher education;15;Married-civ-spouse;Technical;Husband;White;Male;3781;0;16;North America;<=50K
[41, 60];Non-Government;176867;Higher education;16;Married-civ-spouse;Technical;Husband;White;Male;3781;0;40;North America;<=50K
[41, 60];Non-Government;298601;Secondary education;5;Married-civ-spouse;Technical;Husband;Black;Male;3781;0;40;North America;<=50K
[21, 40];Non-Government;163110;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;3781;0;40;North America;<=50K
*;*;194630;*;9;*;*;Husband;*;*;3781;0;50;*;*
*;*;230657;*;9;*;*;Husband;*;*;3781;0;40;*;*
[41, 60];Non-Government;373366;Primary education;2;Married-civ-spouse;Other;Husband;White;Male;3781;0;50;North America;<=50K
[21, 40];Non-Government;538583;Secondary education;7;Separated;Other;Not-in-family;Black;Male;3674;0;40;North America;<=50K
[21, 40];Non-Government;40681;Higher education;10;Never-married;Technical;Not-in-family;White;Female;3674;0;16;North America;<=50K
[21, 40];Non-Government;130926;Higher education;13;Divorced;Other;Not-in-family;White;Female;3674;0;40;North America;<=50K
*;*;166419;*;7;*;*;Not-in-family;*;*;3674;0;40;*;*
[21, 40];Non-Government;193090;Higher education;10;Never-married;Other;Not-in-family;White;Female;3674;0;40;North America;<=50K
[21, 40];Non-Government;148211;Secondary education;9;Never-married;Nontechnical;Not-in-family;White;Male;3674;0;50;North America;<=50K
[21, 40];Non-Government;40512;Higher education;13;Never-married;Technical;Not-in-family;White;Male;3674;0;30;North America;<=50K
[41, 60];Non-Government;408717;Secondary education;9;Divorced;Nontechnical;Not-in-family;White;Male;3674;0;50;North America;<=50K
[41, 60];Non-Government;89942;Secondary education;9;Divorced;Nontechnical;Not-in-family;White;Male;3674;0;45;North America;<=50K
[21, 40];Government;419722;Higher education;12;Never-married;Other;Not-in-family;White;Male;3674;0;40;North America;<=50K
[41, 60];Non-Government;270693;Secondary education;9;Never-married;Nontechnical;Own-child;White;Male;3674;0;30;North America;<=50K
[21, 40];Non-Government;426467;Primary education;2;Never-married;Technical;Not-in-family;White;Male;3674;0;40;North America;<=50K
[21, 40];Non-Government;103064;Higher education;13;Never-married;Technical;Not-in-family;White;Female;3674;0;40;North America;<=50K
[61, 80];Non-Government;128848;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3471;0;40;North America;<=50K
*;*;273010;*;9;*;*;Wife;*;*;3471;0;40;*;*
[61, 80];Government;237379;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;3471;0;40;North America;<=50K
*;*;242769;*;9;*;*;Husband;*;*;3471;0;40;*;*
[21, 40];Non-Government;259846;Higher education;11;Married-civ-spouse;Other;Husband;White;Male;3471;0;40;North America;<=50K
[61, 80];Non-Government;116640;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;3471;0;20;North America;<=50K
[61, 80];Government;47358;Secondary education;6;Married-civ-spouse;Technical;Husband;White;Male;3471;0;40;North America;<=50K
[21, 40];Non-Government;129597;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;3464;0;40;North America;<=50K
*;*;203836;*;9;*;*;Husband;*;*;3464;0;40;*;*
[21, 40];Non-Government;209103;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;3464;0;40;North America;<=50K
[41, 60];Government;227734;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;3464;0;40;North America;<=50K
[21, 40];Non-Government;302097;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3464;0;48;North America;<=50K
[21, 40];Non-Government;70604;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;3464;0;40;North America;<=50K
[21, 40];Government;364958;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;3464;0;40;North America;<=50K
[21, 40];Non-Government;267325;Secondary education;9;Married-civ-spouse;Nontechnical;Wife;White;Female;3464;0;40;North America;<=50K
*;*;42186;*;9;*;*;Wife;*;*;3464;0;20;*;*
[41, 60];Non-Government;28683;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;3464;0;40;North America;<=50K
[21, 40];Non-Government;212512;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3464;0;50;North America;<=50K
[21, 40];Non-Government;149507;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;3464;0;38;North America;<=50K
*;*;184456;*;9;*;*;Husband;*;*;3464;0;80;*;*
[21, 40];Government;209103;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;3464;0;45;North America;<=50K
[41, 60];Non-Government;248059;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3464;0;40;North America;<=50K
[21, 40];Non-Government;236990;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;3464;0;40;North America;<=50K
[21, 40];Non-Government;151001;Primary education;3;Married-civ-spouse;Technical;Husband;White;Male;3464;0;40;North America;<=50K
[21, 40];Non-Government;184440;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;3464;0;40;North America;<=50K
[21, 40];Non-Government;115360;Secondary education;6;Married-civ-spouse;Technical;Own-child;White;Female;3464;0;40;North America;<=50K
[41, 60];Non-Government;141727;Higher education;13;Married-civ-spouse;Other;Wife;White;Female;3464;0;40;North America;<=50K
[21, 40];Non-Government;280169;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;3456;0;8;North America;<=50K
[61, 80];Non-Government;31428;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;3456;0;40;North America;<=50K
[61, 80];Non-Government;278139;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;3432;0;40;North America;<=50K
[61, 80];Government;179285;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;3432;0;20;North America;<=50K
[21, 40];Non-Government;207267;Secondary education;6;Separated;Other;Unmarried;White;Female;3418;0;35;North America;<=50K
[21, 40];Non-Government;286452;Higher education;12;Divorced;Nontechnical;Unmarried;White;Female;3418;0;40;North America;<=50K
[21, 40];Non-Government;195914;Higher education;10;Never-married;Nontechnical;Own-child;Black;Female;3418;0;30;North America;<=50K
[21, 40];Government;249362;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;3411;0;40;North America;<=50K
[41, 60];Non-Government;193459;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;3411;0;40;North America;<=50K
[21, 40];Non-Government;297847;Secondary education;5;Married-civ-spouse;Other;Wife;Black;Female;3411;0;34;North America;<=50K
[41, 60];Non-Government;147954;Secondary education;9;Married-civ-spouse;Other;Wife;Black;Female;3411;0;38;North America;<=50K
[21, 40];Non-Government;55363;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3411;0;40;North America;<=50K
[21, 40];Non-Government;233421;Higher education;13;Married-civ-spouse;Technical;Husband;White;Male;3411;0;45;North America;<=50K
[41, 60];Government;138342;Secondary education;7;Married-civ-spouse;Other;Husband;White;Male;3411;0;40;North America;<=50K
[21, 40];Non-Government;219546;Higher education;13;Married-civ-spouse;Nontechnical;Other-relative;White;Male;3411;0;47;North America;<=50K
*;*;72887;*;9;*;*;Own-child;*;*;3411;0;40;*;*
[41, 60];Non-Government;158948;Secondary education;4;Married-civ-spouse;Technical;Husband;White;Male;3411;0;40;North America;<=50K
[41, 60];Government;96249;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;3411;0;40;North America;<=50K
[21, 40];Non-Government;190836;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3411;0;40;North America;<=50K
[21, 40];Non-Government;255193;Secondary education;7;Married-civ-spouse;Nontechnical;Husband;White;Male;3411;0;40;North America;<=50K
[41, 60];Non-Government;439919;Primary education;3;Married-civ-spouse;Other;Husband;White;Male;3411;0;40;North America;<=50K
*;*;180382;*;3;*;*;Husband;*;*;3411;0;45;*;*
[41, 60];Non-Government;171228;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3411;0;35;North America;<=50K
*;*;201318;*;5;*;*;Other-relative;*;*;3411;0;50;*;*
[21, 40];Non-Government;163204;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3411;0;25;North America;<=50K
[41, 60];Non-Government;132887;Secondary education;9;Married-civ-spouse;Other;Husband;Black;Male;3411;0;40;North America;<=50K
[21, 40];Non-Government;413297;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;3411;0;70;North America;<=50K
[21, 40];Non-Government;60567;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;3411;0;40;North America;<=50K
[41, 60];Non-Government;122159;Higher education;10;Widowed;Technical;Not-in-family;White;Female;3325;0;40;North America;<=50K
[21, 40];Non-Government;221757;Secondary education;9;Divorced;Technical;Not-in-family;White;Male;3325;0;45;North America;<=50K
[41, 60];Non-Government;50282;Higher education;10;Divorced;Technical;Not-in-family;White;Male;3325;0;45;North America;<=50K
*;*;273194;*;9;*;*;Not-in-family;*;*;3325;0;40;*;*
