age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;salary-class
*;*;235853;*;13;Spouse not present;Technical;Not-in-family;*;Male;0;0;22;*;<=50K
*;*;270577;*;9;Spouse not present;Other;Unmarried;*;Female;0;0;40;*;<=50K
*;*;222900;*;13;Spouse not present;Technical;Not-in-family;*;Female;0;0;50;*;>50K
*;*;99254;*;12;Spouse present;Other;Wife;*;Female;0;0;40;*;>50K
*;*;224763;*;4;Spouse present;Other;Husband;*;Male;0;0;40;*;<=50K
*;*;127306;*;13;Spouse not present;Nontechnical;Own-child;*;Female;0;0;40;*;<=50K
*;*;339506;*;9;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;178322;*;11;Spouse present;Nontechnical;Husband;*;Male;0;0;50;*;>50K
*;*;189843;*;4;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;160815;*;11;Spouse not present;Technical;Unmarried;*;Female;0;0;40;*;<=50K
*;*;207665;*;9;Spouse present;Technical;Wife;*;Female;0;0;40;*;>50K
*;*;160402;*;13;Spouse present;Technical;Husband;*;Male;0;0;55;*;>50K
*;*;170263;*;10;Spouse not present;Technical;Unmarried;*;Female;0;0;40;*;<=50K
*;*;184659;*;10;Spouse present;Other;Husband;*;Male;0;0;52;*;<=50K
*;*;101017;*;4;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;204322;*;11;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;>50K
*;*;241350;*;12;Spouse present;Technical;Husband;*;Male;0;0;45;*;>50K
*;*;217994;*;10;Spouse not present;Nontechnical;Unmarried;*;Female;0;0;40;*;<=50K
*;*;128143;*;10;Spouse present;Technical;Husband;*;Male;0;0;40;*;>50K
*;*;164065;*;14;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;18;*;<=50K
*;*;78866;*;9;Spouse not present;Other;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;236769;*;10;Spouse not present;Nontechnical;Own-child;*;Male;0;0;40;*;<=50K
*;*;239539;*;13;Spouse present;Other;Husband;*;Male;0;0;40;*;>50K
*;*;34028;*;13;Spouse not present;Nontechnical;Unmarried;*;Female;0;0;48;*;<=50K
*;*;207847;*;10;Spouse not present;Other;Unmarried;*;Female;0;0;40;*;<=50K
*;*;175935;*;16;Spouse present;Other;Husband;*;Male;0;0;55;*;>50K
*;*;218445;*;10;Spouse not present;Nontechnical;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;215833;*;9;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;>50K
*;*;156976;*;11;Spouse not present;Other;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;220647;*;13;Spouse present;Other;Husband;*;Male;0;0;45;*;<=50K
*;*;218343;*;9;Spouse not present;Other;Own-child;*;Female;0;0;25;*;<=50K
*;*;73289;*;9;Spouse not present;Other;Own-child;*;Male;0;0;40;*;<=50K
*;*;408623;*;13;Spouse present;Technical;Other-relative;*;Male;0;0;50;*;<=50K
*;*;169180;*;11;Spouse not present;Other;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;54929;*;10;Spouse not present;Technical;Not-in-family;*;Male;0;0;60;*;<=50K
*;*;306779;*;11;Spouse not present;Nontechnical;Own-child;*;Male;0;0;35;*;<=50K
*;*;159549;*;10;Spouse present;Nontechnical;Husband;*;Male;0;0;50;*;>50K
*;*;482082;*;8;Spouse not present;Technical;Own-child;*;Male;0;0;21;*;<=50K
*;*;286101;*;9;Spouse not present;Other;Unmarried;*;Female;0;0;37;*;<=50K
*;*;167955;*;9;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;209040;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;<=50K
*;*;105017;*;9;Spouse not present;Technical;Unmarried;*;Male;0;0;40;*;<=50K
*;*;27776;*;11;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;118853;*;10;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;<=50K
*;*;119565;*;9;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;275361;*;12;Spouse not present;Other;Own-child;*;Female;0;0;35;*;<=50K
*;*;225193;*;9;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;329783;*;6;Spouse not present;Nontechnical;Other-relative;*;Female;0;0;10;*;<=50K
*;*;107411;*;15;Spouse not present;Technical;Not-in-family;*;Female;0;0;70;*;<=50K
*;*;258490;*;10;Spouse not present;Technical;Not-in-family;*;Female;0;0;20;*;<=50K
*;*;219509;*;9;Spouse present;Other;Husband;*;Male;0;0;40;*;>50K
*;*;29174;*;13;Spouse not present;Technical;Unmarried;*;Female;0;0;40;*;<=50K
*;*;40083;*;16;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;87528;*;13;Spouse not present;Nontechnical;Not-in-family;*;Female;0;0;45;*;<=50K
*;*;116379;*;14;Spouse present;Technical;Husband;*;Male;0;0;55;*;>50K
*;*;216214;*;13;Spouse present;Technical;Husband;*;Male;0;0;35;*;>50K
*;*;268051;*;10;Spouse present;Other;Other-relative;*;Female;0;0;25;*;<=50K
*;*;121718;*;9;Spouse present;Technical;Husband;*;Male;0;0;24;*;<=50K
*;*;109089;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;0;37;*;<=50K
*;*;284129;*;10;Spouse present;Technical;Husband;*;Male;0;0;40;*;>50K
*;*;143030;*;9;Spouse not present;Technical;Unmarried;*;Female;0;0;40;*;<=50K
*;*;212619;*;11;Spouse not present;Technical;Own-child;*;Male;0;0;40;*;<=50K
*;*;199011;*;9;Spouse not present;Technical;Other-relative;*;Male;0;0;20;*;<=50K
*;*;118901;*;13;Spouse not present;Other;Unmarried;*;Female;0;0;45;*;<=50K
*;*;129865;*;9;Spouse present;Other;Husband;*;Male;0;0;60;*;<=50K
*;*;157900;*;10;Spouse not present;Other;Unmarried;*;Female;0;0;40;*;<=50K
*;*;349341;*;13;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;60;*;<=50K
*;*;158685;*;9;Spouse not present;Nontechnical;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;386585;*;10;Spouse not present;Technical;Not-in-family;*;Male;0;0;60;*;<=50K
*;*;52386;*;10;Spouse not present;Other;Not-in-family;*;Male;0;0;35;*;<=50K
*;*;190385;*;13;Spouse present;Other;Wife;*;Female;0;0;40;*;>50K
*;*;37869;*;10;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;217807;*;10;Spouse not present;Nontechnical;Own-child;*;Male;0;0;35;*;<=50K
*;*;201293;*;9;Spouse not present;Other;Not-in-family;*;Female;0;0;38;*;<=50K
*;*;128764;*;4;Spouse not present;Other;Not-in-family;*;Male;0;0;20;*;<=50K
*;*;27444;*;10;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;>50K
*;*;62438;*;13;Spouse present;Nontechnical;Wife;*;Female;0;0;40;*;>50K
*;*;151726;*;12;Spouse not present;Other;Own-child;*;Female;0;0;40;*;<=50K
*;*;29841;*;13;Spouse present;Other;Wife;*;Female;0;0;40;*;<=50K
*;*;131608;*;10;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;110562;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;<=50K
*;*;190541;*;9;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;47;*;<=50K
*;*;33142;*;14;Spouse present;Technical;Husband;*;Male;0;0;60;*;>50K
*;*;234633;*;10;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;238386;*;10;Spouse present;Other;Husband;*;Male;0;0;40;*;>50K
*;*;460835;*;9;Spouse not present;Technical;Own-child;*;Male;0;0;55;*;<=50K
*;*;97855;*;14;Spouse present;Nontechnical;Husband;*;Male;0;0;50;*;>50K
*;*;200863;*;10;Spouse not present;Technical;Unmarried;*;Male;0;0;40;*;<=50K
*;*;77415;*;7;Spouse present;Other;Husband;*;Male;0;0;50;*;<=50K
*;*;236770;*;10;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;50;*;<=50K
*;*;235124;*;11;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;199288;*;7;Spouse not present;Other;Not-in-family;*;Male;0;0;90;*;<=50K
*;*;43285;*;10;Spouse not present;Other;Own-child;*;Female;0;0;20;*;<=50K
*;*;160837;*;7;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;230574;*;6;Spouse not present;Other;Own-child;*;Male;0;0;25;*;<=50K
*;*;176178;*;9;Spouse not present;Technical;Own-child;*;Female;0;0;40;*;<=50K
*;*;116358;*;14;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;>50K
*;*;107787;*;11;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;519627;*;9;Spouse not present;Other;Not-in-family;*;Male;0;0;25;*;<=50K
*;*;191460;*;7;Spouse not present;Other;Unmarried;*;Female;0;0;40;*;<=50K
*;*;214858;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;>50K
*;*;64875;*;11;Spouse present;Technical;Husband;*;Male;0;0;60;*;<=50K
*;*;134768;*;8;Spouse present;Technical;Husband;*;Male;0;0;40;*;>50K
*;*;207342;*;10;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;64830;*;12;Spouse not present;Nontechnical;Not-in-family;*;Female;0;0;45;*;<=50K
*;*;176711;*;13;Spouse present;Other;Husband;*;Male;0;0;40;*;<=50K
*;*;111900;*;12;Spouse present;Nontechnical;Husband;*;Male;0;0;30;*;<=50K
*;*;481987;*;9;Spouse present;Other;Husband;*;Male;0;0;40;*;>50K
*;*;158420;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;70;*;<=50K
*;*;42734;*;9;Spouse not present;Nontechnical;Own-child;*;Male;0;0;40;*;<=50K
*;*;181773;*;9;Spouse not present;Other;Own-child;*;Male;0;0;40;*;<=50K
*;*;184945;*;10;Spouse not present;Other;Not-in-family;*;Female;0;0;35;*;<=50K
*;*;107248;*;11;Spouse not present;Other;Not-in-family;*;Male;0;0;45;*;<=50K
*;*;122999;*;9;Spouse not present;Technical;Own-child;*;Male;0;0;40;*;<=50K
*;*;166606;*;9;Spouse present;Other;Husband;*;Male;0;0;40;*;<=50K
*;*;205708;*;10;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;67450;*;16;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;242077;*;9;Spouse not present;Nontechnical;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;129573;*;9;Spouse not present;Nontechnical;Not-in-family;*;Female;0;0;44;*;<=50K
*;*;181132;*;9;Spouse present;Technical;Husband;*;Male;0;0;40;*;>50K
*;*;212302;*;10;Spouse not present;Other;Unmarried;*;Female;0;0;40;*;<=50K
*;*;317681;*;7;Spouse not present;Technical;Own-child;*;Male;0;0;10;*;<=50K
*;*;30602;*;4;Spouse not present;Other;Unmarried;*;Female;0;0;40;*;<=50K
*;*;172893;*;10;Spouse not present;Nontechnical;Own-child;*;Female;0;0;30;*;<=50K
*;*;312055;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;45;*;>50K
*;*;65390;*;13;Spouse present;Other;Husband;*;Male;0;0;50;*;<=50K
*;*;200500;*;4;Spouse present;Other;Husband;*;Male;0;0;45;*;<=50K
*;*;241962;*;13;Spouse present;Other;Husband;*;Male;0;0;40;*;<=50K
*;*;78530;*;9;Spouse present;Nontechnical;Husband;*;Male;0;0;65;*;>50K
*;*;189950;*;13;Spouse not present;Technical;Not-in-family;*;Male;0;0;55;*;<=50K
*;*;241951;*;9;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;45;*;<=50K
*;*;343059;*;10;Spouse not present;Nontechnical;Own-child;*;Female;0;0;40;*;<=50K
*;*;55284;*;9;Spouse not present;Nontechnical;Own-child;*;Female;0;0;35;*;<=50K
*;*;509364;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;0;30;*;<=50K
*;*;117927;*;10;Spouse not present;Other;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;137651;*;10;Spouse not present;Technical;Own-child;*;Male;0;0;40;*;<=50K
*;*;131060;*;4;Spouse present;Other;Husband;*;Male;0;0;25;*;<=50K
*;*;346963;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;>50K
*;*;134737;*;11;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;36503;*;10;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;>50K
*;*;250121;*;7;Spouse present;Other;Wife;*;Female;0;0;40;*;<=50K
*;*;387776;*;10;Spouse not present;Other;Own-child;*;Male;0;0;40;*;<=50K
*;*;41474;*;6;Spouse present;Other;Husband;*;Male;0;0;40;*;<=50K
*;*;318972;*;10;Spouse not present;Other;Unmarried;*;Female;0;0;65;*;<=50K
*;*;86143;*;10;Spouse not present;Nontechnical;Own-child;*;Male;0;0;40;*;<=50K
*;*;181139;*;10;Spouse not present;Other;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;153976;*;14;Spouse present;Technical;Husband;*;Male;0;0;40;*;>50K
*;*;59469;*;5;Spouse present;Other;Husband;*;Male;0;0;25;*;<=50K
*;*;127139;*;10;Spouse not present;Other;Own-child;*;Female;0;0;40;*;<=50K
*;*;136343;*;9;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;350624;*;8;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;121523;*;7;Spouse present;Other;Husband;*;Male;0;0;60;*;<=50K
*;*;267396;*;13;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;83045;*;5;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;160449;*;9;Spouse present;Technical;Husband;*;Male;0;0;44;*;>50K
*;*;154194;*;9;Spouse not present;Nontechnical;Own-child;*;Female;0;0;40;*;<=50K
*;*;295127;*;9;Spouse present;Other;Husband;*;Male;0;0;84;*;<=50K
*;*;244087;*;9;Spouse present;Technical;Husband;*;Male;0;0;52;*;>50K
*;*;356250;*;15;Spouse present;Nontechnical;Husband;*;Male;0;0;35;*;<=50K
*;*;293791;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;50;*;>50K
*;*;44308;*;13;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;210527;*;10;Spouse not present;Other;Unmarried;*;Female;0;0;40;*;<=50K
*;*;151763;*;14;Spouse not present;Other;Not-in-family;*;Male;0;0;25;*;<=50K
*;*;267581;*;9;Spouse not present;Other;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;100188;*;10;Spouse not present;Technical;Own-child;*;Female;0;0;24;*;<=50K
*;*;111746;*;10;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;171091;*;9;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;<=50K
*;*;355645;*;5;Spouse present;Technical;Husband;*;Male;0;0;20;*;<=50K
*;*;137678;*;10;Spouse not present;Other;Unmarried;*;Female;0;0;40;*;<=50K
*;*;70894;*;12;Spouse not present;Technical;Other-relative;*;Male;0;0;40;*;<=50K
*;*;171306;*;9;Spouse not present;Nontechnical;Own-child;*;Male;0;0;3;*;<=50K
*;*;100997;*;10;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;63921;*;3;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;<=50K
*;*;32897;*;9;Spouse not present;Other;Not-in-family;*;Female;0;0;25;*;<=50K
*;*;251854;*;9;Spouse not present;Other;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;345121;*;6;Spouse not present;Other;Own-child;*;Female;0;0;25;*;<=50K
*;*;86220;*;13;Spouse not present;Nontechnical;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;172845;*;11;Spouse not present;Other;Unmarried;*;Female;0;0;30;*;<=50K
*;*;171398;*;6;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;174391;*;9;Spouse present;Other;Wife;*;Female;0;0;40;*;<=50K
*;*;207058;*;9;Spouse not present;Other;Unmarried;*;Female;0;0;37;*;<=50K
*;*;291251;*;9;Spouse not present;Technical;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;224377;*;9;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;<=50K
*;*;105813;*;9;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;180916;*;10;Spouse not present;Other;Unmarried;*;Female;0;0;38;*;<=50K
*;*;122749;*;11;Spouse not present;Technical;Own-child;*;Male;0;0;20;*;<=50K
*;*;284343;*;12;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;174224;*;11;Spouse not present;Other;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;80651;*;9;Spouse not present;Technical;Not-in-family;*;Female;0;0;55;*;<=50K
*;*;62793;*;9;Spouse not present;Nontechnical;Other-relative;*;Female;0;0;40;*;<=50K
*;*;237532;*;9;Spouse present;Nontechnical;Wife;*;Female;0;0;54;*;>50K
*;*;20179;*;14;Spouse present;Technical;Husband;*;Male;0;0;40;*;>50K
*;*;311376;*;13;Spouse not present;Technical;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;432565;*;11;Spouse present;Technical;Other-relative;*;Female;0;0;40;*;>50K
*;*;125190;*;9;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;342946;*;7;Spouse not present;Other;Own-child;*;Female;0;0;38;*;<=50K
*;*;123429;*;6;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;66356;*;9;Spouse not present;Nontechnical;Unmarried;*;Male;0;0;40;*;<=50K
*;*;195897;*;10;Spouse present;Nontechnical;Husband;*;Male;0;0;50;*;<=50K
*;*;230875;*;7;Spouse not present;Other;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;92298;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;10;*;<=50K
*;*;185145;*;16;Spouse present;Technical;Husband;*;Male;0;0;40;*;>50K
*;*;297296;*;9;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;145214;*;9;Spouse not present;Other;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;242341;*;4;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;240542;*;10;Spouse not present;Nontechnical;Unmarried;*;Female;0;0;48;*;<=50K
*;*;104772;*;9;Spouse not present;Technical;Unmarried;*;Male;0;0;48;*;<=50K
*;*;181666;*;9;Spouse not present;Nontechnical;Own-child;*;Female;0;0;40;*;<=50K
*;*;415520;*;7;Spouse not present;Technical;Own-child;*;Male;0;0;20;*;<=50K
*;*;258761;*;9;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;50;*;<=50K
*;*;158438;*;10;Spouse present;Nontechnical;Husband;*;Male;0;0;60;*;>50K
*;*;206206;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;>50K
*;*;51816;*;9;Spouse not present;Other;Own-child;*;Male;0;0;40;*;<=50K
*;*;253814;*;10;Spouse not present;Other;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;162947;*;3;Spouse not present;Technical;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;163027;*;9;Spouse not present;Technical;Unmarried;*;Female;0;0;50;*;<=50K
*;*;146788;*;4;Spouse present;Other;Husband;*;Male;0;0;40;*;<=50K
*;*;73309;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;0;55;*;>50K
*;*;104216;*;15;Spouse present;Nontechnical;Husband;*;Male;0;0;25;*;<=50K
*;*;345705;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;0;45;*;>50K
*;*;133770;*;12;Spouse present;Technical;Not-in-family;*;Male;0;0;50;*;>50K
*;*;209392;*;9;Spouse not present;Other;Not-in-family;*;Male;0;0;35;*;<=50K
*;*;262345;*;10;Spouse not present;Other;Not-in-family;*;Female;0;0;6;*;<=50K
*;*;490332;*;10;Spouse present;Other;Husband;*;Male;0;0;45;*;>50K
*;*;211570;*;7;Spouse not present;Nontechnical;Other-relative;*;Male;0;0;40;*;<=50K
*;*;374918;*;8;Spouse present;Other;Wife;*;Female;0;0;40;*;<=50K
*;*;174597;*;13;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;233533;*;10;Spouse present;Technical;Husband;*;Male;0;0;60;*;>50K
*;*;133169;*;11;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;198824;*;11;Spouse not present;Other;Unmarried;*;Female;0;0;35;*;<=50K
*;*;174056;*;4;Spouse present;Technical;Husband;*;Male;0;0;40;*;<=50K
*;*;188696;*;11;Spouse not present;Technical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;90692;*;9;Spouse not present;Technical;Unmarried;*;Female;0;0;40;*;<=50K
*;*;102359;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;30;*;<=50K
*;*;213668;*;14;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;56;*;>50K
*;*;294789;*;10;Spouse not present;Other;Not-in-family;*;Female;0;0;25;*;<=50K
*;*;157599;*;10;Spouse not present;Other;Not-in-family;*;Female;0;0;25;*;<=50K
*;*;134935;*;8;Spouse not present;Other;Own-child;*;Male;0;0;40;*;<=50K
*;*;466224;*;10;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;111985;*;9;Spouse present;Technical;Husband;*;Male;0;0;50;*;<=50K
*;*;264627;*;10;Spouse not present;Other;Unmarried;*;Female;0;0;40;*;<=50K
*;*;213427;*;9;Spouse not present;Other;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;279015;*;10;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;65;*;<=50K
*;*;165937;*;9;Spouse present;Technical;Husband;*;Male;0;0;50;*;>50K
*;*;188343;*;9;Spouse not present;Nontechnical;Unmarried;*;Female;0;0;40;*;<=50K
*;*;158609;*;11;Spouse not present;Other;Unmarried;*;Female;0;0;8;*;<=50K
*;*;193036;*;10;Spouse present;Other;Husband;*;Male;0;0;40;*;>50K
*;*;198632;*;10;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;50;*;<=50K
*;*;101387;*;9;Spouse not present;Nontechnical;Not-in-family;*;Female;0;0;50;*;<=50K
*;*;60783;*;10;Spouse present;Other;Husband;*;Male;0;0;70;*;>50K
*;*;183224;*;10;Spouse not present;Other;Own-child;*;Female;0;0;35;*;<=50K
*;*;100776;*;11;Spouse not present;Other;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;174063;*;10;Spouse not present;Other;Own-child;*;Female;0;0;40;*;<=50K
*;*;306495;*;9;Spouse present;Other;Husband;*;Male;0;0;40;*;<=50K
*;*;249741;*;10;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;<=50K
*;*;93021;*;9;Spouse not present;Other;Unmarried;*;Female;0;0;40;*;<=50K
*;*;49626;*;9;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;<=50K
*;*;63062;*;10;Spouse not present;Other;Own-child;*;Male;0;0;60;*;<=50K
*;*;320835;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;50;*;>50K
*;*;123727;*;10;Spouse not present;Technical;Not-in-family;*;Female;0;0;21;*;<=50K
*;*;172425;*;11;Spouse present;Other;Wife;*;Female;0;0;20;*;>50K
*;*;216116;*;5;Spouse not present;Technical;Unmarried;*;Female;0;0;40;*;<=50K
*;*;174209;*;9;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;45;*;<=50K
*;*;175083;*;9;Spouse not present;Other;Unmarried;*;Female;0;0;20;*;<=50K
*;*;129059;*;10;Spouse not present;Nontechnical;Own-child;*;Male;0;0;30;*;<=50K
*;*;121313;*;9;Spouse present;Other;Husband;*;Male;0;0;40;*;<=50K
*;*;166851;*;14;Spouse not present;Technical;Not-in-family;*;Male;0;0;13;*;<=50K
*;*;29616;*;9;Spouse not present;Other;Own-child;*;Male;0;0;65;*;<=50K
*;*;117881;*;7;Spouse not present;Technical;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;446219;*;6;Spouse not present;Nontechnical;Unmarried;*;Female;0;0;40;*;<=50K
*;*;110331;*;9;Spouse present;Nontechnical;Husband;*;Male;0;0;65;*;>50K
*;*;207946;*;9;Spouse not present;Other;Unmarried;*;Female;0;0;52;*;<=50K
*;*;188330;*;9;Spouse present;Other;Husband;*;Male;0;0;25;*;<=50K
*;*;147629;*;9;Spouse present;Other;Husband;*;Male;0;0;60;*;>50K
*;*;153799;*;2;Spouse not present;Technical;Unmarried;*;Female;0;0;40;*;<=50K
*;*;203776;*;6;Spouse present;Technical;Husband;*;Male;0;0;50;*;<=50K
*;*;348430;*;2;Spouse not present;Technical;Unmarried;*;Male;0;0;40;*;<=50K
*;*;103407;*;9;Spouse not present;Other;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;326104;*;10;Spouse present;Nontechnical;Husband;*;Male;0;0;50;*;>50K
*;*;238162;*;13;Spouse present;Technical;Husband;*;Male;0;0;45;*;>50K
*;*;221336;*;9;Spouse not present;Other;Other-relative;*;Female;0;0;40;*;<=50K
*;*;325802;*;12;Spouse not present;Nontechnical;Unmarried;*;Female;0;0;24;*;<=50K
*;*;133985;*;6;Spouse not present;Technical;Own-child;*;Female;0;0;40;*;<=50K
*;*;183203;*;9;Spouse present;Other;Husband;*;Male;0;0;50;*;>50K
*;*;76127;*;12;Spouse present;Other;Husband;*;Male;0;0;35;*;>50K
*;*;195891;*;13;Spouse not present;Other;Not-in-family;*;Male;0;0;55;*;<=50K
*;*;162137;*;9;Spouse present;Other;Husband;*;Male;0;0;40;*;<=50K
*;*;37672;*;11;Spouse not present;Technical;Unmarried;*;Female;0;0;40;*;<=50K
*;*;161708;*;9;Spouse not present;Nontechnical;Not-in-family;*;Female;0;0;45;*;>50K
*;*;80616;*;6;Spouse not present;Nontechnical;Own-child;*;Male;0;0;27;*;<=50K
*;*;209276;*;9;Spouse present;Other;Husband;*;Male;0;0;40;*;<=50K
*;*;203240;*;10;Spouse not present;Other;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;102308;*;10;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;<=50K
*;*;40829;*;7;Spouse not present;Nontechnical;Other-relative;*;Female;0;0;25;*;<=50K
*;*;60726;*;9;Spouse present;Other;Husband;*;Male;0;0;30;*;<=50K
*;*;116677;*;9;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;<=50K
*;*;57067;*;9;Spouse not present;Technical;Other-relative;*;Male;0;0;45;*;<=50K
*;*;304906;*;13;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;>50K
*;*;101590;*;15;Spouse not present;Other;Not-in-family;*;Female;0;0;20;*;<=50K
*;*;258102;*;3;Spouse not present;Other;Not-in-family;*;Male;0;0;40;*;<=50K
*;*;241185;*;9;Spouse not present;Other;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;124827;*;11;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;>50K
*;*;76625;*;9;Spouse present;Nontechnical;Husband;*;Male;0;0;40;*;<=50K
*;*;263339;*;9;Spouse present;Other;Husband;*;Male;0;0;40;*;>50K
*;*;135645;*;14;Spouse not present;Nontechnical;Not-in-family;*;Male;0;0;20;*;<=50K
*;*;245626;*;9;Spouse present;Technical;Husband;*;Male;0;0;60;*;<=50K
*;*;210781;*;13;Spouse not present;Technical;Not-in-family;*;Female;0;0;40;*;<=50K
*;*;235786;*;12;Spouse present;Technical;Husband;*;Male;0;0;50;*;>50K
